,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
14555,1961,18,OffSeason,[4-7],Standard,[260-360],[5-inf],True
14556,13673,223,HighSeason,[4-7],Standard,[260-360],[5-inf],False
14557,13674,428,HighSeason,[2-3],Standard,[160-260],[1-1],False
14558,13675,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
14559,13676,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14560,13677,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14561,13678,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14562,13679,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14563,13680,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14564,13681,428,HighSeason,[2-3],Standard,[160-260],[1-1],False
14565,13682,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14566,13683,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14567,13684,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14568,13685,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
14569,13686,394,HighSeason,[0-1],Standard,[160-260],[2-2],False
14570,13687,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14571,13688,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14572,13689,205,LowSeason,[2-3],Standard,[160-260],[3-4],True
14573,13690,271,HighSeason,[2-3],Standard,[260-360],[3-4],True
14574,13691,394,HighSeason,[0-1],Standard,[160-260],[2-2],False
14575,13692,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14576,13693,397,HighSeason,[0-1],Standard,[160-260],[3-4],True
14577,13694,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
14578,11637,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14579,13695,127,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
14580,13696,142,HighSeason,[4-7],Standard,[260-360],[5-inf],True
14581,13565,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
14582,13697,189,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14583,13698,303,LowSeason,[2-3],Standard,[260-360],[3-4],True
14584,13699,306,HighSeason,[4-7],Standard,[260-360],[3-4],False
14585,13700,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14586,13702,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14587,13703,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
14588,13704,416,HighSeason,[2-3],Nonref,[160-260],[1-1],True
14589,13705,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14590,13706,353,HighSeason,[8-inf],Nonref,[160-260],[1-1],True
14591,13707,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14592,13708,390,HighSeason,[0-1],Nonref,[160-260],[2-2],True
14593,13709,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14594,706,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14595,13710,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
14596,13711,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14597,13712,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14598,13713,397,HighSeason,[0-1],Standard,[160-260],[3-4],True
14599,3336,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14600,13714,406,HighSeason,[4-7],Nonref,[160-260],[2-2],False
14601,13715,394,HighSeason,[0-1],Standard,[160-260],[2-2],False
14602,13716,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
14603,13717,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
14604,13718,401,HighSeason,[0-1],Standard,[160-260],[2-2],True
14605,13719,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14606,13720,390,HighSeason,[0-1],Nonref,[160-260],[2-2],True
14607,13721,401,HighSeason,[0-1],Standard,[160-260],[2-2],True
14608,13722,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14609,13723,281,LowSeason,[2-3],Standard,[160-260],[2-2],False
14610,13724,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
14611,13725,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14612,13726,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14613,706,262,HighSeason,[2-3],Standard,[260-360],[5-inf],False
14614,706,339,HighSeason,[2-3],Standard,[160-260],[5-inf],False
14615,706,339,HighSeason,[2-3],Standard,[160-260],[5-inf],False
14616,13727,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14617,13728,776,HighSeason,[0-1],Standard,[360-500],[5-inf],True
14618,9827,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14619,13729,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14620,13730,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14621,13731,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14622,13732,126,HighSeason,[4-7],Nonref,[0-160],[2-2],True
14623,13733,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
14624,13734,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
14625,13735,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14626,13736,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
14627,13737,339,HighSeason,[2-3],Standard,[160-260],[5-inf],False
14628,13738,160,HighSeason,[4-7],Standard,[260-360],[2-2],True
14629,13739,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14630,13740,112,HighSeason,[4-7],Standard,[0-160],[2-2],False
14631,13741,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
14632,13742,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14633,13743,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14634,13744,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14635,13745,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14636,13746,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
14637,13748,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14638,13749,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14639,706,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14640,13750,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
14641,13751,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14642,13752,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14643,13753,354,HighSeason,[2-3],Standard,[260-360],[3-4],False
14644,10789,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14645,13754,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14646,13755,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14647,13756,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
14648,13757,354,HighSeason,[2-3],Standard,[260-360],[3-4],False
14649,13758,271,HighSeason,[2-3],Standard,[260-360],[3-4],True
14650,10250,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14651,13759,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14652,13760,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
14653,13761,690,HighSeason,[2-3],Standard,[260-360],[2-2],True
14654,13762,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14655,13763,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
14656,13764,247,HighSeason,[2-3],Nonref,[260-360],[3-4],True
14657,13765,394,HighSeason,[0-1],Standard,[160-260],[2-2],False
14658,13766,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14659,13767,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14660,13768,777,HighSeason,[8-inf],Standard,[260-360],[3-4],True
14661,13769,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14662,13770,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14663,13771,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14664,3456,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
14665,13772,223,HighSeason,[4-7],Standard,[260-360],[5-inf],False
14666,4546,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14667,13773,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14668,13774,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14669,13775,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14670,13776,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
14671,13777,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
14672,13778,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14673,13779,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14674,13780,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14675,13782,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14676,13783,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14677,13784,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14678,13785,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
14679,13786,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14680,13787,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14681,13788,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14682,13789,262,HighSeason,[2-3],Standard,[260-360],[5-inf],False
14683,13790,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
14684,13791,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
14685,13792,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14686,13793,281,LowSeason,[2-3],Standard,[160-260],[2-2],False
14687,13794,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14688,13795,405,HighSeason,[0-1],Nonref,[260-360],[3-4],False
14689,13796,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14690,13797,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
14691,96,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14692,13798,223,HighSeason,[4-7],Standard,[260-360],[5-inf],False
14693,13799,412,HighSeason,[0-1],Nonref,[160-260],[1-1],False
14694,13800,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14695,13801,98,HighSeason,[4-7],Standard,[160-260],[5-inf],False
14696,13802,160,HighSeason,[4-7],Standard,[260-360],[2-2],True
14697,13803,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14698,13804,393,HighSeason,[2-3],Standard,[0-160],[1-1],False
14699,13805,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14700,3450,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14701,13806,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
14702,13807,138,HighSeason,[2-3],Nonref,[0-160],[2-2],True
14703,13808,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14704,13809,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14705,13810,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14706,13811,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14707,13812,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14708,10767,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14709,13813,416,HighSeason,[2-3],Nonref,[160-260],[1-1],True
14710,13814,409,HighSeason,[2-3],Nonref,[360-500],[5-inf],True
14711,13815,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
14712,9145,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14713,13816,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14714,13817,772,HighSeason,[0-1],Standard,[260-360],[2-2],True
14715,13818,127,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
14716,13819,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
14717,13820,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14718,13821,247,HighSeason,[2-3],Nonref,[260-360],[3-4],True
14719,13822,685,HighSeason,[0-1],Standard,[260-360],[3-4],False
14720,13823,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14721,2849,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14722,13824,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
14723,13825,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14724,13826,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14725,13827,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14726,13828,315,HighSeason,[8-inf],Nonref,[160-260],[2-2],True
14727,13829,189,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14728,13830,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14729,13831,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14730,13832,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14731,13833,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14732,13834,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
14733,2668,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14734,13835,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14735,13836,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14736,7428,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
14737,13837,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14738,13838,189,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14739,13839,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
14740,13840,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14741,13841,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14742,13842,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14743,13843,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14744,13844,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14745,706,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
14746,13845,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14747,13846,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14748,13847,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14749,6066,415,HighSeason,[2-3],Standard,[0-160],[2-2],False
14750,13848,221,LowSeason,[2-3],Standard,[260-360],[5-inf],False
14751,13849,766,HighSeason,[2-3],Nonref,[260-360],[2-2],True
14752,13850,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14753,13851,397,HighSeason,[0-1],Standard,[160-260],[3-4],True
14754,13852,138,HighSeason,[2-3],Nonref,[0-160],[2-2],True
14755,13853,262,HighSeason,[2-3],Standard,[260-360],[5-inf],False
14756,13854,394,HighSeason,[0-1],Standard,[160-260],[2-2],False
14757,13855,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
14758,13856,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
14759,13857,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14760,13859,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14761,13860,287,LowSeason,[2-3],Nonref,[160-260],[3-4],False
14762,13861,407,HighSeason,[0-1],Standard,[260-360],[5-inf],False
14763,13862,354,HighSeason,[2-3],Standard,[260-360],[3-4],False
14764,13863,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14765,13864,397,HighSeason,[0-1],Standard,[160-260],[3-4],True
14766,13865,685,HighSeason,[0-1],Standard,[260-360],[3-4],False
14767,13866,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14768,13867,390,HighSeason,[0-1],Nonref,[160-260],[2-2],True
14769,13868,189,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14770,13869,397,HighSeason,[0-1],Standard,[160-260],[3-4],True
14771,13870,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14772,13871,205,LowSeason,[2-3],Standard,[160-260],[3-4],True
14773,13872,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14774,13873,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14775,13874,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14776,13875,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14777,13876,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14778,13877,223,HighSeason,[4-7],Standard,[260-360],[5-inf],False
14779,13878,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14780,13879,324,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
14781,13880,262,HighSeason,[2-3],Standard,[260-360],[5-inf],False
14782,13881,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14783,13882,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
14784,13883,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14785,13884,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14786,13885,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14787,13886,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14788,13887,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14789,13888,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
14790,8067,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
14791,13889,394,HighSeason,[0-1],Standard,[160-260],[2-2],False
14792,13890,304,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
14793,13891,354,HighSeason,[2-3],Standard,[260-360],[3-4],False
14794,13892,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14795,13684,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
14796,13893,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
14797,13894,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
14798,13895,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14799,13896,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
14800,13897,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14801,13898,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14802,13899,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14803,13900,395,HighSeason,[0-1],Nonref,[160-260],[2-2],False
14804,13901,321,LowSeason,[4-7],Nonref,[160-260],[2-2],False
14805,13902,354,HighSeason,[2-3],Standard,[260-360],[3-4],False
14806,13903,372,HighSeason,[2-3],Nonref,[0-160],[2-2],False
14807,13904,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14808,13905,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14809,13906,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14810,9703,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
14811,13907,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
14812,13908,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14813,13909,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
14814,13910,184,HighSeason,[4-7],Standard,[260-360],[3-4],True
14815,13911,406,HighSeason,[4-7],Nonref,[160-260],[2-2],False
14816,13912,385,HighSeason,[4-7],Standard,[160-260],[1-1],False
14817,13914,262,HighSeason,[2-3],Standard,[260-360],[5-inf],False
14818,13915,407,HighSeason,[0-1],Standard,[260-360],[5-inf],False
14819,13916,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
14820,13917,273,HighSeason,[4-7],Nonref,[160-260],[3-4],False
14821,706,162,HighSeason,[8-inf],Standard,[160-260],[2-2],True
14822,13918,387,HighSeason,[4-7],Standard,[160-260],[1-1],True
14823,13919,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14824,13920,31,OffSeason,[4-7],Standard,[160-260],[2-2],False
14825,13921,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14826,13923,771,HighSeason,[2-3],Standard,[260-360],[1-1],True
14827,13924,394,HighSeason,[0-1],Standard,[160-260],[2-2],False
14828,13925,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14829,13926,339,HighSeason,[2-3],Standard,[160-260],[5-inf],False
14830,13927,680,HighSeason,[0-1],Nonref,[260-360],[2-2],False
14831,13928,180,OffSeason,[0-1],Standard,[160-260],[1-1],False
14832,3301,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
14833,13929,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14834,13930,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
14835,13931,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14836,706,309,LowSeason,[2-3],Standard,[160-260],[5-inf],False
14837,13932,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14838,13933,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14839,13934,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14840,13935,395,HighSeason,[0-1],Nonref,[160-260],[2-2],False
14841,13936,281,LowSeason,[2-3],Standard,[160-260],[2-2],False
14842,13937,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14843,13938,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
14844,13939,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
14845,13940,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14846,13941,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14847,13942,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14848,13943,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14849,13944,281,LowSeason,[2-3],Standard,[160-260],[2-2],False
14850,13945,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14851,13946,690,HighSeason,[2-3],Standard,[260-360],[2-2],True
14852,13947,420,HighSeason,[2-3],Standard,[260-360],[2-2],False
14853,13948,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
14854,13949,387,HighSeason,[4-7],Standard,[160-260],[1-1],True
14855,13950,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14856,13951,400,HighSeason,[0-1],Nonref,[260-360],[5-inf],True
14857,2260,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14858,5272,778,LowSeason,[4-7],Standard,[260-360],[1-1],False
14859,13952,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14860,11401,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14861,13953,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14862,13954,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
14863,13955,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14864,13956,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
14865,13957,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
14866,13958,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14867,13959,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14868,13960,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
14869,9139,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14870,13961,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14871,13962,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14872,13963,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
14873,13964,770,HighSeason,[0-1],Standard,[260-360],[2-2],False
14874,3983,770,HighSeason,[0-1],Standard,[260-360],[2-2],False
14875,13965,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14876,13966,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
14877,13967,685,HighSeason,[0-1],Standard,[260-360],[3-4],False
14878,13967,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14879,5855,281,LowSeason,[2-3],Standard,[160-260],[2-2],False
14880,13968,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14881,13969,271,HighSeason,[2-3],Standard,[260-360],[3-4],True
14882,13970,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14883,13971,466,LowSeason,[2-3],Standard,[0-160],[2-2],False
14884,13972,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
14885,13973,205,LowSeason,[2-3],Standard,[160-260],[3-4],True
14886,13839,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14887,13974,205,LowSeason,[2-3],Standard,[160-260],[3-4],True
14888,13975,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14889,13976,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14890,13977,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
14891,13978,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14892,13979,402,HighSeason,[0-1],Nonref,[260-360],[3-4],True
14893,13980,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14894,10561,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
14895,13981,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
14896,13982,665,LowSeason,[4-7],Standard,[260-360],[2-2],False
14897,13983,400,HighSeason,[0-1],Nonref,[260-360],[5-inf],True
14898,13984,773,HighSeason,[2-3],Standard,[360-500],[3-4],True
14899,13985,338,LowSeason,[0-1],Standard,[160-260],[2-2],False
14900,13986,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14901,13987,138,HighSeason,[2-3],Nonref,[0-160],[2-2],True
14902,13988,331,LowSeason,[4-7],Standard,[160-260],[3-4],False
14903,13989,401,HighSeason,[0-1],Standard,[160-260],[2-2],True
14904,13990,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14905,13991,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
14906,13992,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
14907,706,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
14908,13993,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14909,13994,321,LowSeason,[4-7],Nonref,[160-260],[2-2],False
14910,13995,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
14911,13996,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14912,13997,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14913,13998,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
14914,13999,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
14915,14000,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
14916,14001,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
14917,14002,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
14918,14003,271,HighSeason,[2-3],Standard,[260-360],[3-4],True
14919,11401,331,LowSeason,[4-7],Standard,[160-260],[3-4],False
14920,14004,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
14921,14006,340,LowSeason,[4-7],Standard,[260-360],[3-4],False
14922,14007,340,LowSeason,[4-7],Standard,[260-360],[3-4],False
14923,14008,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
14924,14009,303,LowSeason,[2-3],Standard,[260-360],[3-4],True
14925,14010,205,LowSeason,[2-3],Standard,[160-260],[3-4],True
14926,14011,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
14927,14012,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
14928,14013,309,LowSeason,[2-3],Standard,[160-260],[5-inf],False
14929,14014,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
14930,14015,348,LowSeason,[2-3],Standard,[160-260],[1-1],False
14931,14016,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
14932,14017,293,LowSeason,[0-1],Standard,[160-260],[3-4],False
14933,14018,322,LowSeason,[4-7],Standard,[160-260],[2-2],False
14934,14018,320,LowSeason,[2-3],Standard,[260-360],[3-4],False
14935,14019,340,LowSeason,[4-7],Standard,[260-360],[3-4],False
14936,14020,340,LowSeason,[4-7],Standard,[260-360],[3-4],False
14937,14021,373,LowSeason,[0-1],Nonref,[260-360],[5-inf],False
14938,14022,156,LowSeason,[4-7],Nonref,[160-260],[2-2],True
14939,14023,348,LowSeason,[2-3],Standard,[160-260],[1-1],False
14940,14024,320,LowSeason,[2-3],Standard,[260-360],[3-4],False
14941,14025,281,LowSeason,[2-3],Standard,[160-260],[2-2],False
14942,706,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
14943,14026,317,LowSeason,[2-3],Nonref,[160-260],[2-2],False
14944,14027,338,LowSeason,[0-1],Standard,[160-260],[2-2],False
14945,14028,475,LowSeason,[0-1],Standard,[0-160],[2-2],False
14946,14029,15,LowSeason,[8-inf],Standard,[160-260],[3-4],True
14947,12244,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
14948,14031,322,LowSeason,[4-7],Standard,[160-260],[2-2],False
